lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,25_dbm,33_dbm,208_dbm,181_dbm,484_dbm,200_dbm,443_dbm,189_dbm,459_dbm,196_dbm,246_dbm,timestamp,intersection_points,label
24.789264,120.9950073,4.001999855041504,2.7945663928985596,10.0,1.62,22.56,-40.5,26.58239,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.789264,120.9950073,4.001999855041504,2.7945663928985596,10.0,1.5,20.34,-41.64,12.020645,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.789264,120.9950073,4.001999855041504,2.7945663928985596,10.0,-4.74,21.06,-39.059998,58.574615,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.789264,120.9950073,4.001999855041504,2.7945663928985596,10.0,-2.7,29.82,-30.48,24.04623,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.789264,120.9950073,4.001999855041504,2.7945663928985596,10.0,21.6,32.52,-16.74,-30.926062,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.789289,120.9950089,4.001999855041504,2.0423965454101562,10.0,13.0199995,34.02,-22.32,9.686079,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.789289,120.9950089,4.001999855041504,2.0423965454101562,10.0,-3.72,40.32,-14.34,9.293942,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.789289,120.9950089,4.001999855041504,2.0423965454101562,10.0,8.58,26.82,-34.68,7.330963,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.789289,120.9950089,4.001999855041504,2.0423965454101562,10.0,11.34,37.739998,-24.24,-26.764896,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.7893031,120.9950095,9.22599983215332,2.0687623023986816,-1.0,-3.6599998,40.02,-30.779999,17.143448,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
24.7893132,120.9950075,9.22599983215332,356.80255126953125,10.0,-28.68,30.96,-26.46,50.747627,-78,-87,0,0,0,0,0,0,0,0,0,17,0,1
