lat,lon,bear,heading,magx_kalman,magy_kalman,magz_kalman,magx_lowess,magy_lowess,magz_lowess,mag,mag_kalman,mag_lowess,timestamp,intersection_points,25_dbm,33_dbm,246_dbm,200_dbm,208_dbm,181_dbm,189_dbm,label
24.789282,120.9949962,12.907729148864744,134.89713,-23.071031201337764,11.00687981655242,-11.66094601571274,-40.26829361224423,26.38198707687162,-15.111111062031032,44.85027090219189,28.096290608735107,50.456817082483184,17,0,-85.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789296899999997,120.9949997,12.082889556884766,-143.5565,-26.005964667224344,11.427606986181694,-12.917780785004314,-39.8947572773051,25.980338752732017,-15.383258032421843,43.23952142750894,31.205279362841413,50.03213255113026,17,0,-85.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789296899999997,120.9949997,12.082889556884766,-49.72875,-28.700207656184755,12.41381042984212,-12.699387760455846,-39.52122756690492,25.577985010265024,-15.654476861806288,43.245559309598484,33.75024530853959,49.610718513213016,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789296899999997,120.9949997,12.082889556884766,82.054146,-31.107053561489362,13.000794917665953,-11.646631241652951,-39.147709365357095,25.174925283349662,-15.924725947834478,45.15995420369693,35.66950334736417,49.19265095611679,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789296899999997,120.9949997,12.082889556884766,34.533984999999994,-33.187760807935845,12.407414470599752,-11.778322891850467,-38.7742090700587,24.771165112939006,-16.19395877854871,47.06253286851442,37.33765246282496,48.77800950205373,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789296899999997,120.9949997,12.082889556884766,-23.96549,-34.19643154308537,11.345001395748959,-12.532625737848445,-38.4007339369616,24.366709702163767,-16.462135892180925,46.939599487000315,38.14671276578692,48.36687737222105,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.7893234,120.9950044,2.675530433654785,9.402495,-34.97433611036864,12.086091740956428,-12.24197778394026,-38.02729110076254,23.961567598640375,-16.729223189703887,47.411542776838644,38.97619555567651,47.95934214287423,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.7893234,120.9950044,2.675530433654785,73.440475,-35.66605159051041,11.611079165244302,-12.005498819183783,-37.653888048817684,23.555747823501843,-16.99518319597045,46.370101920526345,39.382945513711185,47.55549171843251,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.7893234,120.9950044,2.675530433654785,-112.03461000000001,-35.97227906531909,10.245409756186582,-13.155960164508873,-37.280532717823995,23.14925659589208,-17.25998078312394,45.99261023251458,39.64911815003585,47.15541471878925,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.7893234,120.9950044,2.675530433654785,-104.91845,-35.84762698209263,10.018653578623574,-13.627860322517318,-36.907233025502876,22.74210033500111,-17.52358810311646,45.40814904838117,39.63766336132548,46.75920355666585,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.7893234,120.9950044,2.675530433654785,29.213331,-36.00245528082269,11.235180719416089,-12.929904733020553,-36.533996811720556,22.33428986579396,-17.785975300366285,47.28152281583156,39.86964394687472,46.366953148048815,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.7893557,120.995005,357.016845703125,59.127384,-36.38134549522007,10.88805861460018,-13.283092078101772,-36.16083249014351,21.925837651991188,-18.047108233706393,47.83305969724287,40.23173691991024,45.97875899500558,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.7893557,120.995005,357.016845703125,9.501825,-35.90689990049598,10.009822923109517,-14.803955771209369,-35.787748835460405,21.5167523849853,-18.30695962085193,47.623296819938865,40.10809297251828,45.59471866857247,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.7893557,120.995005,357.016845703125,-58.203827000000004,-35.8434976110533,10.99467680678888,-15.081142777662114,-35.41475413818695,21.10704413397627,-18.565509369143253,49.56345024309748,40.411385852993895,45.214934047033594,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789336600000002,120.9950132,148.56378173828125,53.8417,-36.07228697090223,11.425778003830612,-14.108439758016337,-35.041857112308776,20.696724390699778,-18.8227325531099,49.23035620833959,40.38324358826961,44.83950725810839,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789336600000002,120.9950132,148.56378173828125,-83.50381,-36.23660289605778,10.528057233129482,-15.229666638967348,-34.6690669499851,20.285805501782875,-19.078599444490283,49.69485282610263,40.69243325834311,44.46854016945034,17,0,-80.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789329199999997,120.99502009999999,147.08375549316406,-92.73915,-35.51195802213478,10.078814426255905,-15.84142460325952,-34.29639267155493,19.874297841123205,-19.333085958529903,46.98827513327128,40.17004351834241,44.10213688291155,17,0,-85.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789329199999997,120.99502009999999,147.08375549316406,26.134536999999998,-35.38540514564601,11.397952275040593,-15.156795980804391,-33.92384260056899,19.462218169971933,-19.586167293598713,48.34596570552707,40.14683895139619,43.740404457853394,17,0,-85.0,-85.0,0.0,0.0,0.0,0.0,,1
24.789329199999997,120.99502009999999,147.08375549316406,51.835373,-35.487625881124764,11.048168843916674,-15.145683411280178,-33.55142545467226,19.04958507034191,-19.83781434282227,46.853085274205796,40.13508878122851,43.38344983162252,17,0,-85.0,-85.0,0.0,0.0,0.0,0.0,,1
